"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14
-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14
-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13
-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13
-3.31,-3.31,-3.31,-3.31,-3.31,-3.31,-3.31,-3.31
-3.27,-3.27,-3.27,-3.27,-3.27,-3.27,-3.27,-3.27
-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1
-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1
-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96
-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87
-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81
-2.74,-2.74,-2.74,-2.74,-2.74,-2.74,-2.74,-2.74
-2.59,-2.59,-2.59,-2.59,-2.59,-2.59,-2.59,-2.59
-2.51,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51
-2.51,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51
-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65
-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81
-2.83,-2.83,-2.83,-2.83,-2.83,-2.83,-2.83,-2.83
-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86
-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89
-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-2.77,-2.77
-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9
-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99
-3.06,-3.06,-3.06,-3.06,-3.06,-3.06,-3.06,-3.06
-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04
-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98
-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98,-2.98
-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96
-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82
-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65
-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43
-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43
-2.05,-2.05,-2.05,-2.05,-2.05,-2.05,-2.05,-2.05
-1.98,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98
-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97
-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96
-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97
-1.98,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98
-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07
-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23,-2.23
-2.32,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32
-2.29,-2.29,-2.29,-2.29,-2.29,-2.29,-2.29,-2.29
-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39
-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36,-2.36
-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39
-2.54,-2.54,-2.54,-2.54,-2.54,-2.54,-2.54,-2.54
-2.62,-2.62,-2.62,-2.62,-2.62,-2.62,-2.62,-2.62
-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63
-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61
-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6
-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57
-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48
-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35
-2.14,-2.14,-2.14,-2.14,-2.14,-2.14,-2.14,-2.14
-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09,-2.09
-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1
-2.13,-2.13,-2.13,-2.13,-2.13,-2.13,-2.13,-2.13
-2.26,-2.26,-2.26,-2.26,-2.26,-2.26,-2.26,-2.26
-2.47,-2.47,-2.47,-2.47,-2.47,-2.47,-2.47,-2.47
-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61,-2.61
-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66
-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71
-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87
-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91,-2.91
-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86
-2.85,-2.85,-2.85,-2.85,-2.85,-2.85,-2.85,-2.85
-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79
-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79
-2.85,-2.85,-2.85,-2.85,-2.85,-2.85,-2.85,-2.85
-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71
-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
-2.29,-2.29,-2.29,-2.29,-2.29,-2.29,-2.29,-2.29
-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15
-2.02,-2.02,-2.02,-2.02,-2.02,-2.02,-2.02,-2.02
-2.05,-2.05,-2.05,-2.05,-2.05,-2.05,-2.05,-2.05
-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06
-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04
-2.03,-2.03,-2.03,-2.03,-2.03,-2.03,-2.03,-2.03
-2.01,-2.01,-2.01,-2.01,-2.01,-2.01,-2.01,-2.01
-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07
-2.03,-2.03,-2.03,-2.03,-2.03,-2.03,-2.03,-2.03
-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07,-2.07
-2.17,-2.17,-2.17,-2.17,-2.17,-2.17,-2.17,-2.17
-2.16,-2.16,-2.16,-2.16,-2.16,-2.16,-2.16,-2.16
-2.14,-2.14,-2.14,-2.14,-2.14,-2.14,-2.14,-2.14
-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18
-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18,-2.18
-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4
-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53
-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86
-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08
-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08
-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26,-3.26
-3.37,-3.37,-3.37,-3.37,-3.37,-3.37,-3.37,-3.37
-3.48,-3.48,-3.48,-3.48,-3.48,-3.48,-3.48,-3.48
-3.68,-3.68,-3.68,-3.68,-3.68,-3.68,-3.68,-3.68
-3.93,-3.93,-3.93,-3.93,-3.93,-3.93,-3.93,-3.93
-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1
-4.29,-4.29,-4.29,-4.29,-4.29,-4.29,-4.29,-4.29
-4.33,-4.33,-4.33,-4.33,-4.33,-4.33,-4.33,-4.33
-4.39,-4.39,-4.39,-4.39,-4.39,-4.39,-4.39,-4.39
-4.33,-4.33,-4.33,-4.33,-4.33,-4.33,-4.33,-4.33
-4.27,-4.27,-4.27,-4.27,-4.27,-4.27,-4.27,-4.27
-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21,-4.21
-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36
-4.49,-4.49,-4.49,-4.49,-4.49,-4.49,-4.49,-4.49
-4.65,-4.65,-4.65,-4.65,-4.65,-4.65,-4.65,-4.65
-4.72,-4.72,-4.72,-4.72,-4.72,-4.72,-4.72,-4.72
-4.88,-4.88,-4.88,-4.88,-4.88,-4.88,-4.88,-4.88
-5.05,-5.05,-5.05,-5.05,-5.05,-5.05,-5.05,-5.05
-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15
-5.01,-5.01,-5.01,-5.01,-5.01,-5.01,-5.01,-5.01
-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9
-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9
-5.11,-5.11,-5.11,-5.11,-5.11,-5.11,-5.11,-5.11
-5.14,-5.14,-5.14,-5.14,-5.14,-5.14,-5.14,-5.14
-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15
-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15,-5.15
-5.02,-5.02,-5.02,-5.02,-5.02,-5.02,-5.02,-5.02
-4.79,-4.79,-4.79,-4.79,-4.79,-4.79,-4.79,-4.79
-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44
-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3
-4.19,-4.19,-4.19,-4.19,-4.19,-4.19,-4.19,-4.19
-4.01,-4.01,-4.01,-4.01,-4.01,-4.01,-4.01,-4.01
-3.89,-3.89,-3.89,-3.89,-3.89,-3.89,-3.89,-3.89
-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8
-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73
-3.66,-3.66,-3.66,-3.66,-3.66,-3.66,-3.66,-3.66
-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43
-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18
-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08
-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13
-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18
-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13
-3.05,-3.05,-3.05,-3.05,-3.05,-3.05,-3.05,-3.05
-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08
-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93
-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84
-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75
-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57
-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4
-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38
-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28
-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28,-2.28
-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33
-2.34,-2.34,-2.34,-2.34,-2.34,-2.34,-2.34,-2.34
-2.26,-2.26,-2.26,-2.26,-2.26,-2.26,-2.26,-2.26
-2.22,-2.22,-2.22,-2.22,-2.22,-2.22,-2.22,-2.22
-2.22,-2.22,-2.22,-2.22,-2.22,-2.22,-2.22,-2.22
-2.17,-2.17,-2.17,-2.17,-2.17,-2.17,-2.17,-2.17
-2.26,-2.26,-2.26,-2.26,-2.26,-2.26,-2.26,-2.26
-2.34,-2.34,-2.34,-2.34,-2.34,-2.34,-2.34,-2.34
-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53,-2.53
-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71
-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86
-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08
-3.31,-3.31,-3.31,-3.31,-3.31,-3.31,-3.31,-3.31
-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43
-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57
-3.64,-3.64,-3.64,-3.64,-3.64,-3.64,-3.64,-3.64
-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57
-3.55,-3.55,-3.55,-3.55,-3.55,-3.55,-3.55,-3.55
-3.58,-3.58,-3.58,-3.58,-3.58,-3.58,-3.58,-3.58
-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7
-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,-3.85
-4.02,-4.02,-4.02,-4.02,-4.02,-4.02,-4.02,-4.02
-4.14,-4.14,-4.14,-4.14,-4.14,-4.14,-4.14,-4.14
-4.35,-4.35,-4.35,-4.35,-4.35,-4.35,-4.35,-4.35
-4.37,-4.37,-4.37,-4.37,-4.37,-4.37,-4.37,-4.37
-4.42,-4.42,-4.42,-4.42,-4.42,-4.42,-4.42,-4.42
-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28
-4.14,-4.14,-4.14,-4.14,-4.14,-4.14,-4.14,-4.14
-4.15,-4.15,-4.15,-4.15,-4.15,-4.15,-4.15,-4.15
-4.09,-4.09,-4.09,-4.09,-4.09,-4.09,-4.09,-4.09
-4.14,-4.14,-4.14,-4.14,-4.14,-4.14,-4.14,-4.14
-4.35,-4.35,-4.35,-4.35,-4.35,-4.35,-4.35,-4.35
-4.49,-4.49,-4.49,-4.49,-4.49,-4.49,-4.49,-4.49
-4.65,-4.65,-4.65,-4.65,-4.65,-4.65,-4.65,-4.65
-4.71,-4.71,-4.71,-4.71,-4.71,-4.71,-4.71,-4.71
-4.55,-4.55,-4.55,-4.55,-4.55,-4.55,-4.55,-4.55
-4.32,-4.32,-4.32,-4.32,-4.32,-4.32,-4.32,-4.32
-4.08,-4.08,-4.08,-4.08,-4.08,-4.08,-4.08,-4.08
-3.89,-3.89,-3.89,-3.89,-3.89,-3.89,-3.89,-3.89
-3.89,-3.89,-3.89,-3.89,-3.89,-3.89,-3.89,-3.89
-3.93,-3.93,-3.93,-3.93,-3.93,-3.93,-3.93,-3.93
-3.99,-3.99,-3.99,-3.99,-3.99,-3.99,-3.99,-3.99
-4.07,-4.07,-4.07,-4.07,-4.07,-4.07,-4.07,-4.07
-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1
-4.32,-4.32,-4.32,-4.32,-4.32,-4.32,-4.32,-4.32
-4.59,-4.59,-4.59,-4.59,-4.59,-4.59,-4.59,-4.59
-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62
-4.58,-4.58,-4.58,-4.58,-4.58,-4.58,-4.58,-4.58
-4.56,-4.56,-4.56,-4.56,-4.56,-4.56,-4.56,-4.56
-4.41,-4.41,-4.41,-4.41,-4.41,-4.41,-4.41,-4.41
-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36
-4.39,-4.39,-4.39,-4.39,-4.39,-4.39,-4.39,-4.39
-4.57,-4.57,-4.57,-4.57,-4.57,-4.57,-4.57,-4.57
-4.59,-4.59,-4.59,-4.59,-4.59,-4.59,-4.59,-4.59
-4.43,-4.43,-4.43,-4.43,-4.43,-4.43,-4.43,-4.43
-4.26,-4.26,-4.26,-4.26,-4.26,-4.26,-4.26,-4.26
-4.23,-4.23,-4.23,-4.23,-4.23,-4.23,-4.23,-4.23
-4.22,-4.22,-4.22,-4.22,-4.22,-4.22,-4.22,-4.22
-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11
-3.95,-3.95,-3.95,-3.95,-3.95,-3.95,-3.95,-3.95
-3.68,-3.68,-3.68,-3.68,-3.68,-3.68,-3.68,-3.68
-3.46,-3.46,-3.46,-3.46,-3.46,-3.46,-3.46,-3.46
-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25
-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25
-3.22,-3.22,-3.22,-3.22,-3.22,-3.22,-3.22,-3.22
-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04
-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,-2.87
-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79
-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9
-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96
-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95
-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94
-3.06,-3.06,-3.06,-3.06,-3.06,-3.06,-3.06,-3.06
-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09
-3.15,-3.15,-3.15,-3.15,-3.15,-3.15,-3.15,-3.15
-3.24,-3.24,-3.24,-3.24,-3.24,-3.24,-3.24,-3.24
-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29
-3.32,-3.32,-3.32,-3.32,-3.32,-3.32,-3.32,-3.32
-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29
-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33
-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43
-3.46,-3.46,-3.46,-3.46,-3.46,-3.46,-3.46,-3.46
-3.51,-3.51,-3.51,-3.51,-3.51,-3.51,-3.51,-3.51
-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33,-3.33
-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2
-3.12,-3.12,-3.12,-3.12,-3.12,-3.12,-3.12,-3.12
-3.15,-3.15,-3.15,-3.15,-3.15,-3.15,-3.15,-3.15
-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07
-3,-3,-3,-3,-3,-3,-3,-3
-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92
-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89
-3,-3,-3,-3,-3,-3,-3,-3
-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14
-3.28,-3.28,-3.28,-3.28,-3.28,-3.28,-3.28,-3.28
-3.47,-3.47,-3.47,-3.47,-3.47,-3.47,-3.47,-3.47
-3.59,-3.59,-3.59,-3.59,-3.59,-3.59,-3.59,-3.59
-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73
-3.99,-3.99,-3.99,-3.99,-3.99,-3.99,-3.99,-3.99
-4.41,-4.41,-4.41,-4.41,-4.41,-4.41,-4.41,-4.41
-4.34,-4.34,-4.34,-4.34,-4.34,-4.34,-4.34,-4.34
-4.74,-4.74,-4.74,-4.74,-4.74,-4.74,-4.74,-4.74
-4.87,-4.87,-4.87,-4.87,-4.87,-4.87,-4.87,-4.87
-4.86,-4.86,-4.86,-4.86,-4.86,-4.86,-4.86,-4.86
-4.83,-4.83,-4.83,-4.83,-4.83,-4.83,-4.83,-4.83
-4.87,-4.87,-4.87,-4.87,-4.87,-4.87,-4.87,-4.87
-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8
-4.75,-4.75,-4.75,-4.75,-4.75,-4.75,-4.75,-4.75
-4.73,-4.73,-4.73,-4.73,-4.73,-4.73,-4.73,-4.73
-4.65,-4.65,-4.65,-4.65,-4.65,-4.65,-4.65,-4.65
-4.49,-4.49,-4.49,-4.49,-4.49,-4.49,-4.49,-4.49
-4.46,-4.46,-4.46,-4.46,-4.46,-4.46,-4.46,-4.46
-4.46,-4.46,-4.46,-4.46,-4.46,-4.46,-4.46,-4.46
-4.38,-4.38,-4.38,-4.38,-4.38,-4.38,-4.38,-4.38
-4.19,-4.19,-4.19,-4.19,-4.19,-4.19,-4.19,-4.19
-4.19,-4.19,-4.19,-4.19,-4.19,-4.19,-4.19,-4.19
-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1,-4.1
-3.93,-3.93,-3.93,-3.93,-3.93,-3.93,-3.93,-3.93
-3.95,-3.95,-3.95,-3.95,-3.95,-3.95,-3.95,-3.95
-3.98,-3.98,-3.98,-3.98,-3.98,-3.98,-3.98,-3.98
-3.96,-3.96,-3.96,-3.96,-3.96,-3.96,-3.96,-3.96
-3.99,-3.99,-3.99,-3.99,-3.99,-3.99,-3.99,-3.99
-4.03,-4.03,-4.03,-4.03,-4.03,-4.03,-4.03,-4.03
-3.88,-3.88,-3.88,-3.88,-3.88,-3.88,-3.88,-3.88
-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7
-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62
-3.36,-3.36,-3.36,-3.36,-3.36,-3.36,-3.36,-3.36
-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18,-3.18
-3,-3,-3,-3,-3,-3,-3,-3
-2.88,-2.88,-2.88,-2.88,-2.88,-2.88,-2.88,-2.88
-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81,-2.81
-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66,-2.66
-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56
-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56
-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,Inf
-2.78,-2.78,-2.78,-2.78,-2.78,-2.78,-2.78,Inf
-2.68,-2.68,-2.68,-2.68,-2.68,-2.68,-2.68,Inf
-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,-2.71,Inf
-2.78,-2.78,-2.78,-2.78,-2.78,-2.78,-2.78,Inf
-2.85,-2.85,-2.85,-2.85,-2.85,-2.85,-2.85,Inf
-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,Inf
-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,Inf
-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,-3.08,Inf
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,Inf
-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,Inf
-3.05,-3.05,-3.05,-3.05,-3.05,-3.05,-3.05,Inf
-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,-3.14,Inf
-3.35,-3.35,-3.35,-3.35,-3.35,-3.35,-3.35,Inf
-3.47,-3.47,-3.47,-3.47,-3.47,-3.47,-3.47,Inf
-3.44,-3.44,-3.44,-3.44,-3.44,-3.44,Inf,-3.44
-3.53,-3.53,-3.53,-3.53,-3.53,-3.53,Inf,-3.53
-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,Inf,-3.61
-3.64,-3.64,-3.64,-3.64,-3.64,-3.64,Inf,-3.64
-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,Inf,-3.78
-3.85,-3.85,-3.85,-3.85,-3.85,-3.85,Inf,-3.85
-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,Inf,-3.73
-3.64,-3.64,-3.64,-3.64,-3.64,-3.64,Inf,-3.64
-3.48,-3.48,-3.48,-3.48,-3.48,-3.48,Inf,-3.48
-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,Inf,-3.43
-3.31,-3.31,-3.31,-3.31,-3.31,-3.31,Inf,-3.31
-3.31,-3.31,-3.31,-3.31,-3.31,-3.31,Inf,-3.31
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,Inf,-3.02
-2.87,-2.87,-2.87,-2.87,-2.87,-2.87,Inf,-2.87
-2.59,-2.59,-2.59,-2.59,-2.59,-2.59,Inf,-2.59
-2.35,-2.35,-2.35,-2.35,-2.35,Inf,-2.35,-2.35
-2.09,-2.09,-2.09,-2.09,-2.09,Inf,-2.09,-2.09
-1.97,-1.97,-1.97,-1.97,-1.97,Inf,-1.97,-1.97
-1.87,-1.87,-1.87,-1.87,-1.87,Inf,-1.87,-1.87
-1.67,-1.67,-1.67,-1.67,-1.67,Inf,-1.67,-1.67
-1.56,-1.56,-1.56,-1.56,-1.56,Inf,-1.56,-1.56
-1.6,-1.6,-1.6,-1.6,-1.6,Inf,-1.6,-1.6
-1.75,-1.75,-1.75,-1.75,-1.75,Inf,-1.75,-1.75
-1.98,-1.98,-1.98,-1.98,-1.98,Inf,-1.98,-1.98
-2.05,-2.05,-2.05,-2.05,-2.05,Inf,-2.05,-2.05
-2.08,-2.08,-2.08,-2.08,-2.08,Inf,-2.08,-2.08
-2.3,-2.3,-2.3,-2.3,-2.3,Inf,-2.3,-2.3
-2.3,-2.3,-2.3,-2.3,-2.3,Inf,-2.3,-2.3
-2.67,-2.67,-2.67,-2.67,-2.67,Inf,-2.67,-2.67
-2.97,-2.97,-2.97,-2.97,-2.97,Inf,-2.97,-2.97
-3.17,-3.17,-3.17,-3.17,Inf,-3.17,-3.17,-3.17
-3.2,-3.2,-3.2,-3.2,Inf,-3.2,-3.2,-3.2
-3.33,-3.33,-3.33,-3.33,Inf,-3.33,-3.33,-3.33
-3.43,-3.43,-3.43,-3.43,Inf,-3.43,-3.43,-3.43
-3.45,-3.45,-3.45,-3.45,Inf,-3.45,-3.45,-3.45
-3.41,-3.41,-3.41,-3.41,Inf,-3.41,-3.41,-3.41
-3.46,-3.46,-3.46,-3.46,Inf,-3.46,-3.46,-3.46
-3.45,-3.45,-3.45,-3.45,Inf,-3.45,-3.45,-3.45
-3.45,-3.45,-3.45,-3.45,Inf,-3.45,-3.45,-3.45
-3.36,-3.36,-3.36,-3.36,Inf,-3.36,-3.36,-3.36
-3.45,-3.45,-3.45,-3.45,Inf,-3.45,-3.45,-3.45
-3.52,-3.52,-3.52,-3.52,Inf,-3.52,-3.52,-3.52
-3.5,-3.5,-3.5,-3.5,Inf,-3.5,-3.5,-3.5
-3.36,-3.36,-3.36,-3.36,Inf,-3.36,-3.36,-3.36
-3.17,-3.17,-3.17,-3.17,Inf,-3.17,-3.17,-3.17
-3.01,-3.01,-3.01,Inf,-3.01,-3.01,-3.01,-3.01
-3.07,-3.07,-3.07,Inf,-3.07,-3.07,-3.07,-3.07
