"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95
2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98
2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96
3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17
3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26
3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37
3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38
3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37
3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42
3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44
3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51
3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53
3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56
3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63
3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69
3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66
3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57
3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53
3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52
3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56
3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59
3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55
3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21
3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23
3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52
3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35
3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32
3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37
3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63
3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47
3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36
3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19
3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85
2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69
2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52
2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32
2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29
2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31
2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42
2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44
2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48
2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59
2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64
2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74
2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13
3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13
3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24
3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02
2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89
2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89
2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87
2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
3,3,3,3,3,3,3,3
2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99
2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98
2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
3,3,3,3,3,3,3,3
3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18
3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29
3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27
3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22
3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29
3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31
3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33
3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31
3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29
3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17
3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16
3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04
2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98
2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93
2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74
2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69
2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67
2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68
2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48
2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46
2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44
2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47
2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52
2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52
2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48
2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44
2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31
2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26
2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24
2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38
2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31
2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29
2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32
2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54
2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58
2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54
2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72
2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74
2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87
2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96
3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03
2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96
2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86
2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89
2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97,2.97,2.97,2.97,2.97
2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99
2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96
2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71
2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63
2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62
2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71
2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79
2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77
2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.42
2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73
2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.25
2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61
2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.23
2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63
2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73
2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88
3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15
3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29
3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32
3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.41
3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51
3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58
3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.58
3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88
3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87
3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.23
3.77,3.77,2.91,3.77,3.77,3.77,3.77,3.77
3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
3.76,3.76,2.82,3.76,3.76,3.76,3.76,3.76
3.83,3.83,3.15,3.83,3.83,3.83,3.83,3.83
3.89,3.55,3.89,3.89,3.89,3.89,3.89,3.55
4,3.06,4,4,4,4,4,4
4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97
3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73
3.62,3.62,3.62,3.62,3.62,3.28,3.62,3.62
3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
3.39,3.39,3.39,3.39,3.39,2.96,3.39,3.39
3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37
3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37
3.43,3.43,3.09,3.43,3.43,3.43,3.43,3.43
3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51
3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48
3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48
3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
3.04,3.04,3.04,3.04,3.04,3.04,3.04,2.61
3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04
2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99,2.13,2.99,2.99,2.99
2.9,2.9,2.9,2.04,2.47,2.9,2.9,2.9
2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91
2.05,2.82,2.82,2.82,2.82,2.82,2.82,2.82
2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74
2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71
2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61
2.52,2.52,2.52,1.32,2.52,2.52,2.52,2.52
2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49
2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38
2.31,2.31,2.31,1.97,2.31,2.31,2.31,2.31
2.19,2.19,1.76,2.19,2.19,1.85,2.19,2.19
2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15
2.1,1.16,2.1,2.1,1.59,2.1,2.1,2.1
2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2.03,2.03,1.69,2.03,2.03,2.03,2.03,2.03
2.07,1.73,2.07,1.64,1.56,2.07,2.07,2.07
1.98,1.98,1.98,1.98,1.12,1.98,1.98,1.98
1.9,1.9,1.9,1.9,-0.59,1.3,1.9,1.9
1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89
1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96
1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77
1.78,1.78,1.78,1.78,1.44,1.78,1.78,1.78
1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72
1.59,1.59,1.59,1.59,0.73,1.59,1.59,1.59
0.02,1.56,1.56,1.56,1.56,1.56,1.56,1.56
1.5,0.64,1.5,1.5,1.5,1.5,1.5,1.5
1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
0.98,1.32,1.32,0.63,1.32,0.89,1.32,1.32
1.39,1.39,1.39,1.39,-0.33,1.05,1.39,1.39
1.43,0.32,1.43,1.43,0.92,1.43,1.43,1.43
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.52,1.52,1.52,1.52,1.52,1.52,1.52,0.92
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
1.58,1.58,1.58,1.58,1.58,1.24,1.58,0.55
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
1.57,1.57,1.57,1.14,1.57,1.57,1.57,1.57
1.67,1.67,1.33,1.67,1.67,1.33,1.67,1.67
1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.72
1.84,1.84,1.41,1.84,1.84,1.84,1.84,1.84
1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
1.96,1.96,1.96,1.45,1.96,1.96,1.96,1.96
2.01,2.01,0.38,1.67,2.01,2.01,2.01,2.01
2,2,2,2,2,2,2,2
1.99,1.99,1.22,1.65,1.99,1.99,1.99,1.99
2,2,2,2,2,2,2,2
1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.53
1.93,1.93,1.93,0.81,1.93,1.93,1.93,1.93
1.94,1.94,1.94,1.94,1.94,1.94,1.51,1.6
1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98
2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02
2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04
1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.09
1.92,1.92,1.92,1.92,1.92,1.23,1.92,1.92
1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89
1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
1.89,1.89,1.89,1.55,1.55,1.89,1.89,0.95
1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82
1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66
1.59,1.59,1.59,0.4,1.59,1.59,1.59,1.59
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21
1.17,1.17,1.17,1.17,1.17,0.31,1.17,1.17
1.19,1.19,1.19,1.19,0.85,1.19,1.19,1.19
1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.04
1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42
1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42
1.41,1.41,1.41,1.41,1.41,0.72,1.41,1.41
1.4,0.89,1.4,1.4,1.4,1.4,1.4,1.4
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.43,0.23,1.43,1.43,1.43,1.43,1.43,1.43
1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
1.24,0.81,1.24,1.24,1.24,1.24,1.24,1.24
1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38
1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65
1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71
1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83
1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73
1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59
1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12
2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37
2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62
2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73
2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93
3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03
3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15
3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22
3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19
3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13
3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16
3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18
3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24
3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32
3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49
3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55
3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59
3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51
3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28
3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22
3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22
3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23
3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29
3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34
3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39
3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44
3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56
3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79
4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04
4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19
4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33
4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37
4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34
4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33
