"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min"
-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,Inf
-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,Inf,-3.75
-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,Inf,-3.69
-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,Inf,-3.69
-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,Inf,-3.78
-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,Inf,-3.8
-3.81,-3.81,-3.81,-3.81,-3.81,-3.81,Inf,-3.81
-3.77,-3.77,-3.77,-3.77,-3.77,-3.77,Inf,-3.77
-3.65,-3.65,-3.65,-3.65,-3.65,-3.65,Inf,-3.65
-3.59,-3.59,-3.59,-3.59,-3.59,-3.59,Inf,-3.59
-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,Inf,-3.6
-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,Inf,-3.57
-3.49,-3.49,-3.49,-3.49,-3.49,-3.49,Inf,-3.49
-3.42,-3.42,-3.42,-3.42,-3.42,-3.42,Inf,-3.42
-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,Inf,-3.43
-3.48,-3.48,-3.48,-3.48,-3.48,-3.48,Inf,-3.48
-3.52,-3.52,-3.52,-3.52,-3.52,Inf,-3.52,-3.52
-3.69,-3.69,-3.69,-3.69,-3.69,Inf,-3.69,-3.69
-3.78,-3.78,-3.78,-3.78,-3.78,Inf,-3.78,-3.78
-3.78,-3.78,-3.78,-3.78,-3.78,Inf,-3.78,-3.78
-3.82,-3.82,-3.82,-3.82,-3.82,Inf,-3.82,-3.82
-3.86,-3.86,-3.86,-3.86,-3.86,Inf,-3.86,-3.86
-3.88,-3.88,-3.88,-3.88,-3.88,Inf,-3.88,-3.88
-3.87,-3.87,-3.87,-3.87,-3.87,Inf,-3.87,-3.87
-3.86,-3.86,-3.86,-3.86,-3.86,Inf,-3.86,-3.86
-3.86,-3.86,-3.86,-3.86,-3.86,Inf,-3.86,-3.86
-3.86,-3.86,-3.86,-3.86,-3.86,Inf,-3.86,-3.86
-3.9,-3.9,-3.9,-3.9,-3.9,Inf,-3.9,-3.9
-3.92,-3.92,-3.92,-3.92,-3.92,Inf,-3.92,-3.92
-3.88,-3.88,-3.88,-3.88,-3.88,Inf,-3.88,-3.88
-3.83,-3.83,-3.83,-3.83,-3.83,Inf,-3.83,-3.83
-3.81,-3.81,-3.81,-3.81,Inf,-3.81,-3.81,-3.81
-3.83,-3.83,-3.83,-3.83,Inf,-3.83,-3.83,-3.83
-3.8,-3.8,-3.8,-3.8,Inf,-3.8,-3.8,-3.8
-3.8,-3.8,-3.8,-3.8,Inf,-3.8,-3.8,-3.8
-3.69,-3.69,-3.69,-3.69,Inf,-3.69,-3.69,-3.69
-3.6,-3.6,-3.6,-3.6,Inf,-3.6,-3.6,-3.6
-3.56,-3.56,-3.56,-3.56,Inf,-3.56,-3.56,-3.56
-3.62,-3.62,-3.62,-3.62,Inf,-3.62,-3.62,-3.62
-3.64,-3.64,-3.64,-3.64,Inf,-3.64,-3.64,-3.64
-3.65,-3.65,-3.65,-3.65,Inf,-3.65,-3.65,-3.65
-3.63,-3.63,-3.63,-3.63,Inf,-3.63,-3.63,-3.63
-3.52,-3.52,-3.52,-3.52,Inf,-3.52,-3.52,-3.52
-3.43,-3.43,-3.43,-3.43,Inf,-3.43,-3.43,-3.43
-3.43,-3.43,-3.43,-3.43,Inf,-3.43,-3.43,-3.43
-3.34,-3.34,-3.34,-3.34,Inf,-3.34,-3.34,-3.34
-3.25,-3.25,-3.25,Inf,-3.25,-3.25,-3.25,-3.25
-3.15,-3.15,-3.15,Inf,-3.15,-3.15,-3.15,-3.15
-3.22,-3.22,-3.22,Inf,-3.22,-3.22,-3.22,-3.22
-3.35,-3.35,-3.35,Inf,-3.35,-3.35,-3.35,-3.35
-3.37,-3.37,-3.37,Inf,-3.37,-3.37,-3.37,-3.37
-3.44,-3.44,-3.44,Inf,-3.44,-3.44,-3.44,-3.44
-3.5,-3.5,-3.5,Inf,-3.5,-3.5,-3.5,-3.5
-3.5,-3.5,-3.5,Inf,-3.5,-3.5,-3.5,-3.5
-3.45,-3.45,-3.45,Inf,-3.45,-3.45,-3.45,-3.45
-3.46,-3.46,-3.46,Inf,-3.46,-3.46,-3.46,-3.46
-3.43,-3.43,-3.43,Inf,-3.43,-3.43,-3.43,-3.43
-3.48,-3.48,-3.48,Inf,-3.48,-3.48,-3.48,-3.48
-3.51,-3.51,-3.51,Inf,-3.51,-3.51,-3.51,-3.51
-3.57,-3.57,-3.57,Inf,-3.57,-3.57,-3.57,-3.57
-3.62,-3.62,-3.62,Inf,-3.62,-3.62,-3.62,-3.62
-3.68,-3.68,Inf,-3.68,-3.68,-3.68,-3.68,-3.68
-3.62,-3.62,Inf,-3.62,-3.62,-3.62,-3.62,-3.62
-3.62,-3.62,Inf,-3.62,-3.62,-3.62,-3.62,-3.62
-3.4,-3.4,Inf,-3.4,-3.4,-3.4,-3.4,-3.4
-3.36,-3.36,Inf,-3.36,-3.36,-3.36,-3.36,-3.36
-3.24,-3.24,Inf,-3.24,-3.24,-3.24,-3.24,-3.24
-3.1,-3.1,Inf,-3.1,-3.1,-3.1,-3.1,-3.1
-2.98,-2.98,Inf,-2.98,-2.98,-2.98,-2.98,-2.98
-2.87,-2.87,Inf,-2.87,-2.87,-2.87,-2.87,-2.87
-2.71,-2.71,Inf,-2.71,-2.71,-2.71,-2.71,-2.71
-2.63,-2.63,Inf,-2.63,-2.63,-2.63,-2.63,-2.63
-2.5,-2.5,Inf,-2.5,-2.5,-2.5,-2.5,-2.5
-2.4,-2.4,Inf,-2.4,-2.4,-2.4,-2.4,-2.4
-2.32,-2.32,Inf,-2.32,-2.32,-2.32,-2.32,-2.32
-2.31,-2.31,Inf,-2.31,-2.31,-2.31,-2.31,-2.31
-2.27,Inf,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27
-2.32,Inf,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32
-2.31,Inf,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31
-2.33,Inf,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33
-2.26,Inf,-2.26,-2.26,-2.26,-2.26,-2.26,-2.26
-2.32,Inf,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32
-2.43,Inf,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43
-2.54,Inf,-2.54,-2.54,-2.54,-2.54,-2.54,-2.54
-2.76,Inf,-2.76,-2.76,-2.76,-2.76,-2.76,-2.76
-3,Inf,-3,-3,-3,-3,-3,-3
-3.22,Inf,-3.22,-3.22,-3.22,-3.22,-3.22,-3.22
-3.47,Inf,-3.47,-3.47,-3.47,-3.47,-3.47,-3.47
-3.68,Inf,-3.68,-3.68,-3.68,-3.68,-3.68,-3.68
-3.88,Inf,-3.88,-3.88,-3.88,-3.88,-3.88,-3.88
-3.98,Inf,-3.98,-3.98,-3.98,-3.98,-3.98,-3.98
Inf,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11
Inf,-4.24,-4.24,-4.24,-4.24,-4.24,-4.24,-4.24
Inf,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36
Inf,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4
Inf,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
Inf,-4.45,-4.45,-4.45,-4.45,-4.45,-4.45,-4.45
Inf,-4.45,-4.45,-4.45,-4.45,-4.45,-4.45,-4.45
Inf,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4
Inf,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3
Inf,-4.14,-4.14,-4.14,-4.14,-4.14,-4.14,-4.14
Inf,-3.97,-3.97,-3.97,-3.97,-3.97,-3.97,-3.97
Inf,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83
Inf,-3.66,-3.66,-3.66,-3.66,-3.66,-3.66,-3.66
Inf,-3.49,-3.49,-3.49,-3.49,-3.49,-3.49,-3.49
Inf,-3.49,-3.49,-3.49,-3.49,-3.49,-3.49,-3.49
-3.23,-3.23,-3.23,-3.23,-3.23,-3.23,-3.23,-3.23
-3.12,-3.12,-3.12,-3.12,-3.12,-3.12,-3.12,-3.12
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02
-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94
-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92
-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94
-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95,-2.95
-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02
-3.03,-3.03,-3.03,-3.03,-3.03,-3.03,-3.03,-3.03
-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07
-3.19,-3.19,-3.19,-3.19,-3.19,-3.19,-3.19,-3.19
-3.22,-3.22,-3.22,-3.22,-3.22,-3.22,-3.22,-3.22
-3.38,-3.38,-3.38,-3.38,-3.38,-3.38,-3.38,-3.38
-3.54,-3.54,-3.54,-3.54,-3.54,-3.54,-3.54,-3.54
-3.64,-3.64,-3.64,-3.64,-3.64,-3.64,-3.64,-3.64
-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71
-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71
-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71,-3.71
-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79
-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8
-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78
-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7,-3.7
-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62
-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63
-3.64,-3.64,-3.64,-3.64,-3.64,-3.64,-3.64,-3.64
-3.52,-3.52,-3.52,-3.52,-3.52,-3.52,-3.52,-3.52
-3.37,-3.37,-3.37,-3.37,-3.37,-3.37,-3.37,-3.37
-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29
-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1
-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92
-2.76,-2.76,-2.76,-2.76,-2.76,-2.76,-2.76,-2.76
-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69
-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
-2.67,-2.67,-2.67,-2.67,-2.67,-2.67,-2.67,-2.67
-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63
-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64
-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
-2.72,-2.72,-2.72,-2.72,-2.72,-2.72,-2.72,-2.72
-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75
-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79
-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84,-2.84
-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97
-3,-3,-3,-3,-3,-3,-3,-3
-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13,-3.13
-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3
-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43,-3.43
-3.51,-3.51,-3.51,-3.51,-3.51,-3.51,-3.51,-3.51
-3.52,-3.52,-3.52,-3.52,-3.52,-3.52,-3.52,-3.52
-3.54,-3.54,-3.54,-3.54,-3.54,-3.54,-3.54,-3.54
-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56
-3.58,-3.58,-3.58,-3.58,-3.58,-3.58,-3.58,-3.58
-3.55,-3.55,-3.55,-3.55,-3.55,-3.55,-3.55,-3.55
-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56
-3.54,-3.54,-3.54,-3.54,-3.54,-3.54,-3.54,-3.54
-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5
-3.48,-3.48,-3.48,-3.48,-3.48,-3.48,-3.48,-3.48
-3.44,-3.44,-3.44,-3.44,-3.44,-3.44,-3.44,-3.44
-3.35,-3.35,-3.35,-3.35,-3.35,-3.35,-3.35,-3.35
-3.27,-3.27,-3.27,-3.27,-3.27,-3.27,-3.27,-3.27
-3.27,-3.27,-3.27,-3.27,-3.27,-3.27,-3.27,-3.27
-3.17,-3.17,-3.17,-3.17,-3.17,-3.17,-3.17,-3.17
-3.17,-3.17,-3.17,-3.17,-3.17,-3.17,-3.17,-3.17
-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1
-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07
-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07,-3.07
-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97
-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97
-2.88,-2.88,-2.88,-2.88,-2.88,-2.88,-2.88,-2.88
-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69,-2.69
-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64
-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64
-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6
-2.52,-2.52,-2.52,-2.52,-2.52,-2.52,-2.52,-2.52
-2.46,-2.46,-2.46,-2.46,-2.46,-2.46,-2.46,-2.46
-2.37,-2.37,-2.37,-2.37,-2.37,-2.37,-2.37,-2.37
-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27
-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2
-2.13,-2.13,-2.13,-2.13,-2.13,-2.13,-2.13,-2.13
-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06
-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97,-1.97
-1.82,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82
-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75
-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6
-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47
-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
-1.14,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94
-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77
-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57
-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41
-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28
-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23
-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34
-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52
-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68
-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82
-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9
-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05
-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46,-1.46
-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65
-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89
-2.05,-2.05,-2.05,-2.05,-2.05,-2.05,-2.05,-2.05
-2.14,-2.14,-2.14,-2.14,-2.14,-2.14,-2.14,-2.14
-2.22,-2.22,-2.22,-2.22,-2.22,-2.22,-2.22,-2.22
-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33
-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35
-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31
-2.32,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32,-2.32
-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3
-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27
-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25,-2.25
-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2
-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1
-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94
-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94
-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67,-1.67
-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,-1.54,-1.54
-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45
-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
-1.06,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06
-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94
-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94,-0.94
-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75
-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74
-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78
-0.92,-0.92,-0.92,-0.92,-0.92,-0.92,-0.92,-0.92
-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05
-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
-1.38,-1.38,-1.38,-1.38,-1.38,-1.38,-1.38,-1.38
-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,-1.51
-1.59,-1.59,-1.59,-1.59,-1.59,-1.59,-1.59,-1.59
-1.59,-1.59,-1.59,-1.59,-1.59,-1.59,-1.59,-1.59
-1.82,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82
-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95
-2,-2,-2,-2,-2,-2,-2,-2
-2.03,-2.03,-2.03,-2.03,-2.03,-2.03,-2.03,-2.03
-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06,-2.06
-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94
-1.85,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85
-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78
-1.62,-1.62,-1.62,-1.62,-1.62,-1.62,-1.62,-1.62
-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47
-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87
-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71
-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53,-0.53
-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37
-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19
-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13
-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13
-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
0,0,0,0,0,0,0,0
0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12
-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16
-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29
-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28
-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25
-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18
-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
0,0,0,0,0,0,0,0
-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08
-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14
-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15
-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12
-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13
-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09
-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
0,0,0,0,0,0,0,0
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17
-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17
-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43
-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51
-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59
-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59
-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83
